,state,county,total_votes,dem_votes,rep_votes,other_votes,dem_share,east_west
0,AK,"State House District 8, Denali-University",10320,4995,4983,342,50.06,west
1,AK,"State House District 37, Bristol Bay-Aleuti",4665,1868,2661,136,41.24,west
2,AK,"State House District 12, Richardson-Glenn H",7589,1914,5467,208,25.93,west
3,AK,"State House District 13, Greater Palmer",11526,2800,8432,294,24.93,west
4,AK,"State House District 14, Greater Wasilla",10456,2132,8108,216,20.82,west
5,AK,"State House District 16, Chugiak-South Mat-",10697,2636,7774,287,25.32,west
6,AK,"State House District 15, Rural Mat-Su",11086,2510,8227,349,23.38,west
7,AK,"State House District 39, Bering Straits",5184,2695,2323,166,53.71,west
8,AK,"State House District 40, Arctic",5000,2137,2686,177,44.31,west
9,AK,"State House District 2, Sitka-Wrangell-Pete",7735,3468,4029,238,46.26,west
10,AK,"State House District 3, Juneau-Downtown-Dou",8767,5657,2829,281,66.66,west
11,AK,"State House District 4, Juneau-Mendenhall V",8736,4161,4302,273,49.17,west
12,AK,"State House District 6, Interior Villages",6824,2351,4234,239,35.7,west
13,AK,"State House District 17, Eagle River",9448,2645,6621,182,28.55,west
14,AK,"State House District 31, Huffman-Ocean View",10220,3596,6419,205,35.91,west
15,AK,"State House District 25, East Spenard",6443,3233,3042,168,51.52,west
16,AK,"State House District 18, Military",6411,2046,4252,113,32.48,west
17,AK,"State House District 29, Campbell-Independe",6962,2684,4127,151,39.41,west
18,AK,"State House District 30, Lore-Abbott",9183,3486,5500,197,38.79,west
19,AK,"State House District 24, Midtown-Taku",7688,3380,4127,181,45.02,west
20,AK,"State House District 20, Mountain View-Wond",5138,2474,2536,128,49.38,west
21,AK,"State House District 22, University-Airport",6634,3337,3109,188,51.77,west
22,AK,"State House District 27, Sand Lake",8498,3130,5159,209,37.76,west
23,AK,"State House District 21, Baxter Bog",8675,3647,4837,191,42.99,west
24,AK,"State House District 23, Downtown-Rogers Pa",7082,4075,2808,199,59.2,west
25,AK,"State House District 28, Bayshore-Klatt",9792,3642,5953,197,37.96,west
26,AK,"State House District 32, Chugach State Park",12307,5176,6867,264,42.98,west
27,AK,"State House District 19, Muldoon",7372,3095,4106,171,42.98,west
28,AK,"State House District 26, Turnagain-Inlet Vi",8695,4472,4037,186,52.55,west
29,AK,"State House District 36, Kodiak",6673,2264,4201,208,35.02,west
30,AK,"State House District 38, Bethel",4820,2549,2056,215,55.35,west
31,AK,"State House District 33, Kenai-Soldotna",8909,2089,6571,249,24.12,west
32,AK,"State House District 35, Homer-Seward",9503,4254,4959,290,46.17,west
33,AK,"State House District 34, Rural Kenai",9548,1920,7358,270,20.7,west
34,AK,"State House District 9, City of Fairbanks",7143,2805,4141,197,40.38,west
35,AK,"State House District 10, Fairbanks-Fort Wai",5615,2074,3392,149,37.95,west
36,AK,"State House District 11, North Pole",9866,1924,7736,206,19.92,west
37,AK,"State House District 7, Farmers Loop-Steese",10894,4283,6297,314,40.49,west
38,AK,"State House District 5, Cordova-Southeast I",7123,3393,3426,304,49.75,west
39,AK,"State House District 1, Ketchikan",6970,2597,4149,224,38.5,west
40,MN,Lake of the Woods County,2313,971,1278,64,43.18,west
41,WA,Whatcom County,100339,58236,40205,1898,59.16,west
42,MT,Valley County,3911,1645,2121,145,43.68,west
43,MT,Flathead County,43714,16138,25559,2017,38.7,west
44,ID,Boundary County,4733,1484,3078,171,32.53,west
45,MT,Phillips County,2123,638,1423,62,30.95,west
46,ND,Rolette County,4534,3403,1045,86,76.51,west
47,MT,Lincoln County,9227,3025,5704,498,34.65,west
48,ND,Bottineau County,3516,1387,2059,70,40.25,west
49,MT,Glacier County,4970,3423,1451,96,70.23,west
50,MT,Hill County,6624,3596,2787,241,56.34,west
51,MT,Blaine County,2924,1702,1139,83,59.91,west
52,MT,Daniels County,1073,343,694,36,33.08,west
53,ND,Pembina County,3307,1494,1722,91,46.46,west
54,MN,Kittson County,2568,1492,1016,60,59.49,west
55,ND,Towner County,1197,621,536,40,53.67,west
56,ND,Cavalier County,2130,930,1128,72,45.19,west
57,WA,Okanogan County,16870,7613,8798,459,46.39,west
58,WA,Stevens County,22341,8499,13132,710,39.29,west
59,WA,Pend Oreille County,6552,2562,3717,273,40.8,west
60,WA,Ferry County,3501,1467,1916,118,43.36,west
61,MT,Liberty County,1001,367,594,40,38.19,west
62,ND,Divide County,1131,464,630,37,42.42,west
63,ND,Burke County,943,286,640,17,30.89,west
64,MT,Toole County,2121,737,1317,67,35.88,west
65,ND,Renville County,1346,505,799,42,38.73,west
66,MN,Roseau County,7700,3097,4438,165,41.1,west
67,MT,Sheridan County,2006,953,987,66,49.13,west
68,ID,Bonner County,19547,7840,11145,562,41.3,west
69,ND,Ward County,25621,10144,15061,416,40.25,west
70,WA,San Juan County,10531,7374,2958,199,71.37,west
71,MN,Koochiching County,6802,3649,2962,191,55.2,west
72,WA,Skagit County,55886,30053,24687,1146,54.91,west
73,ND,Williams County,9373,2921,6291,161,31.71,west
74,ND,McHenry County,2416,981,1374,61,41.65,west
75,MN,Saint Louis County,118814,77351,38742,2721,66.63,west
76,MT,Roosevelt County,4150,2564,1473,113,63.51,west
77,WA,Chelan County,31958,13781,17605,572,43.91,west
78,ND,Mountrail County,2938,1477,1406,55,51.23,west
79,MN,Marshall County,4739,2311,2285,143,50.28,west
80,ND,Pierce County,2139,792,1301,46,37.84,west
81,ND,Ramsey County,4762,2314,2361,87,49.5,west
82,ND,Walsh County,4882,2325,2415,142,49.05,west
83,MN,Beltrami County,22236,12019,9762,455,55.18,west
84,MT,Pondera County,2885,1223,1588,74,43.51,west
85,WA,Island County,42159,22058,19426,675,53.17,west
86,WA,Clallam County,38519,19470,18199,850,51.69,west
87,ND,Benson County,2334,1569,733,32,68.15,west
88,MT,Chouteau County,2861,1122,1634,105,40.71,west
89,WA,Snohomish County,320333,187294,126722,6317,59.65,west
90,MT,Sanders County,5849,1970,3563,316,35.6,west
91,MN,Cook County,3348,2019,1240,89,61.95,west
92,MI,Keweenaw County,1410,610,756,44,44.65,east
93,MN,Lake County,6969,4174,2636,159,61.29,west
94,ND,Nelson County,1752,907,800,45,53.14,west
95,ND,Grand Forks County,31153,16104,14520,529,52.58,west
96,MN,Polk County,15334,7850,7148,336,52.34,west
97,MN,Pennington County,6822,3394,3248,180,51.1,west
98,MT,Richland County,4516,1203,3184,129,27.42,west
99,WA,Douglas County,15209,5848,9098,263,39.13,west
100,ND,McKenzie County,2715,933,1740,42,34.9,west
101,WA,Jefferson County,19991,13252,6330,409,67.68,west
102,MT,Teton County,3272,1294,1874,104,40.85,west
103,MT,McCone County,4567,1607,2822,138,36.29,west
104,ID,Shoshone County,5666,2521,2953,192,46.05,west
105,MT,Lake County,13913,6766,6498,649,51.01,west
106,WA,Spokane County,219511,105786,108314,5411,49.41,west
107,MN,Clearwater County,4261,1877,2291,93,45.03,west
108,ID,Kootenai County,61932,22120,38387,1425,36.56,west
109,MT,Garfield County,727,110,598,19,15.54,west
110,MN,Red Lake County,2191,1120,983,88,53.26,west
111,WA,Grant County,27438,9601,17153,684,35.88,west
112,WA,Lincoln County,5977,2032,3803,142,34.83,west
113,MT,Lewis and Clark County,32873,17114,14966,793,53.35,west
114,WA,Kitsap County,124337,68624,53297,2416,56.29,west
115,MN,Itasca County,24395,13460,10309,626,56.63,west
116,ND,McLean County,4736,1867,2767,102,40.29,west
117,ND,Eddy County,1165,583,548,34,51.55,west
118,ND,Wells County,2377,841,1468,68,36.42,west
119,ND,Sheridan County,803,229,555,19,29.21,west
120,ND,Dunn County,1644,527,1080,37,32.8,west
121,MT,Fergus County,6232,1933,4108,191,32.0,west
122,MT,Dawson County,4432,1593,2639,200,37.64,west
123,WA,King County,922032,648230,259716,14086,71.39,west
124,MT,Cascade County,35388,17664,16857,867,51.17,west
125,ND,Steele County,1032,614,404,14,60.31,west
126,ND,Griggs County,1314,598,682,34,46.72,west
127,ND,Traill County,4041,2136,1845,60,53.65,west
128,WA,Mason County,28306,15050,12600,656,54.43,west
129,MT,Missoula County,59075,36531,20743,1801,63.79,west
130,MT,Powell County,2814,1021,1683,110,37.76,west
131,MT,Petroleum County,300,68,227,5,23.05,west
132,WA,Kittitas County,17868,8030,9471,367,45.88,west
133,ND,Foster County,1651,687,914,50,42.91,west
134,ND,Mercer County,4397,1476,2789,132,34.61,west
135,WA,Grays Harbor County,29184,16354,12104,726,57.47,west
136,MN,Mahnomen County,2343,1436,843,64,63.01,west
137,MN,Norman County,3434,2129,1204,101,63.88,west
138,MT,Mineral County,1995,845,1053,97,44.52,west
139,MN,Cass County,16307,7276,8660,371,45.66,west
140,ME,Aroostook County,35994,19345,15898,751,54.89,east
141,MT,Judith Basin County,1236,397,801,38,33.14,west
142,ID,Benewah County,4164,1407,2646,111,34.72,west
143,MN,Hubbard County,11638,4872,6558,208,42.62,west
144,WA,Pierce County,329520,181824,141673,6023,56.21,west
145,MT,Wibaux County,561,146,379,36,27.81,west
146,ND,Billings County,499,114,375,10,23.32,west
147,ND,Golden Valley County,875,210,642,23,24.65,west
148,ND,Kidder County,1228,422,752,54,35.94,west
149,ND,Stutsman County,9784,4056,5499,229,42.45,west
150,ND,Burleigh County,41772,15600,25443,729,38.01,west
151,ND,Oliver County,1040,332,682,26,32.74,west
152,MI,Houghton County,15972,7476,8101,395,48.0,east
153,WA,Adams County,4858,1552,3222,84,32.51,west
154,WA,Whitman County,17589,9070,8104,415,52.82,west
155,ND,Barnes County,5694,2741,2826,127,49.24,west
156,ND,Cass County,71419,37622,32566,1231,53.6,west
157,WA,Thurston County,126709,75882,48366,2461,61.07,west
158,MT,Prairie County,735,211,503,21,29.55,west
159,MN,Becker County,16965,7687,8851,427,46.48,west
160,MN,Clay County,29259,16666,11978,615,58.18,west
161,ID,Latah County,17714,9195,7988,531,53.52,west
162,WA,Yakima County,77062,33792,41946,1324,44.62,west
163,MT,Meagher County,966,298,624,44,32.32,west
164,WI,Ashland County,8574,5818,2634,122,68.84,east
165,MN,Aitkin County,9410,4595,4589,226,50.03,west
166,MI,Ontonagon County,3885,1966,1823,96,51.89,east
167,ND,Stark County,11070,3802,7024,244,35.12,west
168,WI,Bayfield County,9468,5972,3365,131,63.96,east
169,ND,Morton County,13264,5079,7869,316,39.22,west
170,MI,Marquette County,33185,19635,12906,644,60.34,east
171,MI,Baraga County,3644,1725,1846,73,48.31,east
172,ID,Clearwater County,3906,1211,2569,126,32.03,west
173,MT,Custer County,5452,2267,3047,138,42.66,west
174,MT,Rosebud County,3810,1919,1768,123,52.05,west
175,MT,Granite County,1715,601,1013,101,37.23,west
176,MN,Wadena County,7169,2882,4128,159,41.11,west
177,MN,Crow Wing County,35165,15859,18567,739,46.07,west
178,WA,Pacific County,10937,6094,4555,288,57.23,west
179,WA,Lewis County,34705,13624,20278,803,40.19,west
180,MT,Broadwater County,1149,365,756,28,32.56,west
181,MI,Chippewa County,16708,8184,8267,257,49.75,east
182,MN,Carlton County,18449,11501,6549,399,63.72,west
183,MI,Gogebic County,8264,4757,3330,177,58.82,east
184,MT,Musselshell County,2306,636,1581,89,28.69,west
185,MI,Luce County,2740,1191,1490,59,44.43,east
186,WI,Douglas County,24066,15830,7835,401,66.89,east
187,MT,Golden Valley County,491,124,343,24,26.55,west
188,MT,Wheatland County,981,289,657,35,30.55,west
189,WA,Franklin County,19696,7361,12037,298,37.95,west
190,WA,Benton County,72911,26288,45345,1278,36.7,west
191,MN,Otter Tail County,32687,13856,18077,754,43.39,west
192,ND,Grant County,1329,280,587,462,32.3,west
193,WA,Garfield County,1373,385,968,20,28.46,west
194,MI,Alger County,4750,2472,2188,90,53.05,east
195,MT,Fallon County,1432,318,1064,50,23.01,west
196,ID,Idaho County,8210,2017,5895,298,25.5,west
197,MT,Ravalli County,22083,8400,13002,681,39.25,west
198,ND,Emmons County,1837,546,1230,61,30.74,west
199,ND,Logan County,1057,299,726,32,29.17,west
200,ID,Nez Perce County,17823,7123,10357,343,40.75,west
201,ND,Slope County,411,106,297,8,26.3,west
202,ND,LaMoure County,2241,868,1310,63,39.85,west
203,ND,Hettinger County,1348,406,893,49,31.25,west
204,MN,Wilkin County,3414,1550,1786,78,46.46,west
205,ND,Ransom County,2433,1371,998,64,57.87,west
206,ND,Richland County,7563,3513,3900,150,47.39,west
207,WA,Columbia County,2228,686,1499,43,31.4,west
208,WA,Walla Walla County,24727,10081,14182,464,41.55,west
209,WI,Iron County,3432,1914,1464,54,56.66,east
210,ME,Somerset County,25758,13335,11867,556,52.91,east
211,ME,Piscataquis County,9434,4430,4785,219,48.08,east
212,MT,Jefferson County,6340,2582,3538,220,42.19,west
213,MI,Schoolcraft County,4326,2184,2058,84,51.49,east
214,MT,Yellowstone County,70416,32038,36483,1895,46.76,west
215,MT,Treasure County,486,156,314,16,33.19,west
216,ID,Lewis County,1804,479,1275,50,27.31,west
217,WA,Asotin County,9780,4139,5451,190,43.16,west
218,ND,Sioux County,1378,1145,215,18,84.19,west
219,MI,Iron County,6162,3080,2947,135,51.1,east
220,MN,Pine County,14383,7084,6862,437,50.79,west
221,ME,Penobscot County,80367,41514,37495,1358,52.55,east
222,WA,Skamania County,5490,2817,2524,149,52.74,west
223,WA,Cowlitz County,45229,24597,19554,1078,55.71,west
224,WA,Wahkiakum County,2294,1121,1105,68,50.36,west
225,MN,Todd County,12257,5277,6637,343,44.29,west
226,MN,Morrison County,16743,6547,9735,461,40.21,west
227,WI,Vilas County,13750,6491,7055,204,47.92,east
228,OR,Clatsop County,18548,10701,7192,655,59.8,west
229,ND,Adams County,1271,435,788,48,35.57,west
230,ND,Sargent County,1927,1115,778,34,58.9,west
231,ND,McIntosh County,1532,579,916,37,38.73,west
232,ND,Dickey County,2620,1044,1525,51,40.64,west
233,ND,Bowman County,1640,478,1107,55,30.16,west
234,MT,Deer Lodge County,5074,3402,1502,170,69.37,west
235,MI,Dickinson County,13311,5995,7049,267,45.96,east
236,MI,Mackinac County,6396,3027,3268,101,48.09,east
237,MN,Mille Lacs County,13544,6072,7049,423,46.27,west
238,MT,Sweet Grass County,2083,541,1494,48,26.58,west
239,MT,Gallatin County,48155,24205,22578,1372,51.73,west
240,MT,Park County,8892,4173,4376,343,48.81,west
241,MT,Silver Bow County,16965,11676,4818,471,70.79,west
242,OR,Columbia County,24768,13390,10413,965,56.25,west
243,MN,Kanabec County,8499,3743,4479,277,45.52,west
244,WI,Burnett County,8688,4337,4200,151,50.8,east
245,MI,Delta County,19064,9974,8763,327,53.23,east
246,WI,Sawyer County,9085,4765,4199,121,53.16,east
247,WI,Washburn County,9112,4693,4303,116,52.17,east
248,MT,Carter County,715,111,573,31,16.22,west
249,MT,Stillwater County,4667,1512,2991,164,33.58,west
250,MN,Grant County,3605,1850,1646,109,52.92,west
251,MN,Douglas County,20918,9256,11241,421,45.16,west
252,WI,Forest County,4683,2673,1963,47,57.66,east
253,WA,Clark County,182764,95356,84212,3196,53.1,west
254,WA,Klickitat County,10164,4965,4944,255,50.11,west
255,MT,Big Horn County,5218,3516,1628,74,68.35,west
256,MN,Traverse County,2035,1043,933,59,52.78,west
257,WI,Florence County,2685,1134,1512,39,42.86,east
258,OR,Umatilla County,25523,9484,15254,785,38.34,west
259,OR,Wallowa County,4465,1492,2836,137,34.47,west
260,MI,Menominee County,11072,5981,4855,236,55.2,east
261,WI,Price County,8194,4559,3461,174,56.85,east
262,SD,Perkins County,1686,499,1102,85,31.17,west
263,SD,Corson County,1406,837,535,34,61.01,west
264,SD,Harding County,734,135,575,24,19.01,west
265,SD,Campbell County,854,243,591,20,29.13,west
266,MT,Beaverhead County,4763,1617,3008,138,34.96,west
267,SD,McPherson County,1375,441,915,19,32.52,west
268,SD,Brown County,17426,9041,8067,318,52.85,west
269,SD,Roberts County,4536,2672,1781,83,60.01,west
270,SD,Marshall County,2191,1261,900,30,58.35,west
271,OR,Morrow County,4058,1410,2509,139,35.98,west
272,WI,Oneida County,21927,11907,9630,390,55.28,east
273,OR,Union County,12594,4613,7581,400,37.83,west
274,MT,Madison County,1091,321,726,44,30.66,west
275,MI,Charlevoix County,14367,6817,7306,244,48.27,east
276,MN,Benton County,19339,8454,10338,547,44.98,west
277,OR,Gilliam County,1110,430,648,32,39.89,west
278,WI,Marinette County,21255,11195,9726,334,53.51,east
279,MT,Powder River County,1038,208,802,28,20.6,west
280,MI,Emmet County,18149,8515,9314,320,47.76,east
281,MI,Cheboygan County,13901,6720,6920,261,49.27,east
282,OR,Tillamook County,13297,7072,5757,468,55.12,west
283,OR,Washington County,236632,141544,89185,5903,61.35,west
284,MN,Stearns County,78756,35690,41194,1872,46.42,west
285,MN,Stevens County,5634,2781,2710,143,50.65,west
286,MN,Pope County,6536,3317,3069,150,51.94,west
287,OR,Sherman County,1047,385,634,28,37.78,west
288,MN,Isanti County,20053,8248,11324,481,42.14,west
289,MN,Chisago County,29305,12783,15789,733,44.74,west
290,WI,Polk County,22643,10876,11282,485,49.08,east
291,OR,Multnomah County,364710,279696,75171,9843,78.82,west
292,OR,Hood River County,9830,6302,3265,263,65.88,west
293,OR,Wasco County,11380,5906,5103,371,53.65,west
294,ID,Lemhi County,4105,1061,2938,106,26.53,west
295,ME,Washington County,16654,8246,8077,331,50.52,east
296,ME,Franklin County,17178,10113,6627,438,60.41,east
297,MI,Presque Isle County,7505,3722,3606,177,50.79,east
298,WI,Barron County,22886,12078,10457,351,53.6,east
299,WI,Rusk County,7272,3855,3253,164,54.24,east
300,MT,Carbon County,5746,2443,3108,195,44.01,west
301,SD,Walworth County,2650,923,1668,59,35.62,west
302,SD,Edmunds County,2076,819,1213,44,40.3,west
303,SD,Day County,3205,1785,1372,48,56.54,west
304,MN,Big Stone County,2990,1552,1362,76,53.26,west
305,MN,Sherburne County,44990,17957,26140,893,40.72,west
306,WI,Lincoln County,15268,8424,6519,325,56.37,east
307,MI,Leelanau County,14464,7355,6938,171,51.46,east
308,SD,Dewey County,2019,1328,659,32,66.84,west
309,SD,Ziebach County,891,554,312,25,63.97,west
310,WI,Langlade County,10402,5182,5081,139,50.49,east
311,OR,Clackamas County,191878,103476,83595,4807,55.31,west
312,OR,Yamhill County,43526,20797,21390,1339,49.3,west
313,MN,Wright County,65578,26343,37779,1456,41.08,west
314,WI,Door County,17481,10142,7112,227,58.78,east
315,MN,Anoka County,182224,86976,91357,3891,48.77,west
316,MN,Kandiyohi County,21895,10125,11319,451,47.21,west
317,MN,Swift County,5244,2907,2184,153,57.1,west
318,WI,Taylor County,9346,4563,4586,197,49.87,east
319,WI,Oconto County,18968,9927,8755,286,53.14,east
320,ME,Oxford County,31650,17940,12863,847,58.24,east
321,SD,Grant County,3830,1786,1951,93,47.79,west
322,MN,Meeker County,12545,5380,6737,428,44.4,west
323,NH,Coos County,16259,9532,6558,169,59.25,east
324,MN,Washington County,137059,70277,64334,2448,52.2,west
325,WI,Chippewa County,30231,16239,13492,500,54.62,east
326,OR,Marion County,124563,61816,59059,3688,51.14,west
327,ID,Adams County,2320,728,1517,75,32.43,west
328,MN,Lac qui Parle County,4192,2160,1912,120,53.05,west
329,ME,Hancock County,32165,18895,12686,584,59.83,east
330,SD,Potter County,1440,482,937,21,33.97,west
331,SD,Faulk County,1192,426,739,27,36.57,west
332,MN,Hennepin County,663780,420958,231054,11768,64.56,west
333,SD,Spink County,3269,1550,1660,59,48.29,west
334,ID,Valley County,5296,2405,2772,119,46.46,west
335,SD,Butte County,4256,1306,2821,129,31.65,west
336,WI,Saint Croix County,44821,21177,22837,807,48.12,east
337,WI,Dunn County,22989,13002,9566,421,57.61,east
338,MI,Alpena County,15085,7705,7125,255,51.96,east
339,MI,Antrim County,13852,6079,7506,267,44.75,east
340,MI,Otsego County,12616,5634,6752,230,45.49,east
341,MI,Montmorency County,5360,2403,2841,116,45.82,east
342,SD,Clark County,1940,830,1065,45,43.8,west
343,SD,Codington County,12185,5595,6374,216,46.75,west
344,MN,Chippewa County,6356,3280,2907,169,53.01,west
345,MN,Ramsey County,277386,182974,88942,5470,67.29,west
346,WI,Marathon County,67940,36367,30345,1228,54.52,east
347,WI,Menominee County,1448,1257,185,6,87.17,east
348,OR,Baker County,8777,2805,5650,322,33.18,west
349,OR,Polk County,36207,17536,17714,957,49.75,west
350,OR,Wheeler County,812,281,498,33,36.07,west
351,OR,Lincoln County,23889,14258,8791,840,61.86,west
352,SD,Meade County,11606,3751,7515,340,33.3,west
353,WI,Clark County,14187,7454,6383,350,53.87,east
354,WI,Shawano County,20089,10259,9538,292,51.82,east
355,VT,Franklin County,21460,13179,7853,428,62.66,east
356,VT,Essex County,3101,1733,1284,84,57.44,east
357,VT,Grand Isle County,4269,2694,1490,85,64.39,east
358,NY,Saint Lawrence County,41326,23706,16956,664,58.3,east
359,NY,Clinton County,33337,20216,12579,542,61.64,east
360,VT,Orleans County,12771,7998,4482,291,64.08,east
361,WY,Park County,14985,3757,10839,389,25.74,west
362,WY,Big Horn County,5310,1108,4045,157,21.5,west
363,WY,Campbell County,16320,2990,13011,319,18.69,west
364,WY,Sheridan County,14981,4458,10177,346,30.46,west
365,NY,Franklin County,17520,10571,6676,273,61.29,east
366,WY,Crook County,3683,612,2967,104,17.1,west
367,OR,Grant County,3909,1006,2785,118,26.54,west
368,MI,Grand Traverse County,48733,23258,24716,759,48.48,east
369,MN,McLeod County,19029,7505,10993,531,40.57,west
370,MN,Carver County,49683,20654,28156,873,42.31,west
371,SD,Deuel County,2218,1054,1088,76,49.21,west
372,MN,Yellow Medicine County,5569,2816,2579,174,52.2,west
373,MN,Dakota County,225472,116778,104364,4330,52.8,west
374,SD,Sully County,833,233,581,19,28.62,west
375,SD,Hyde County,785,226,547,12,29.24,west
376,SD,Hand County,2011,718,1247,46,36.54,west
377,MN,Renville County,8135,3904,3956,275,49.67,west
378,ID,Custer County,2352,611,1694,47,26.51,west
379,WI,Pierce County,22107,11803,9812,492,54.61,east
380,MI,Alcona County,6420,2896,3404,120,45.97,east
381,MI,Kalkaska County,8499,3780,4527,192,45.5,east
382,MI,Crawford County,7178,3441,3561,176,49.14,east
383,WI,Eau Claire County,55010,33146,20959,905,61.26,east
384,MI,Oscoda County,4328,1887,2320,121,44.86,east
385,ID,Washington County,4506,1241,3168,97,28.15,west
386,OR,Jefferson County,8318,3682,4402,234,45.55,west
387,MN,Scott County,67132,29208,36724,1200,44.3,west
388,SD,Hamlin County,2787,1043,1661,83,38.57,west
389,VT,Lamoille County,12668,8914,3515,239,71.72,east
390,OR,Linn County,51982,22163,28071,1748,44.12,west
391,SD,Stanley County,1553,510,1017,26,33.4,west
392,MI,Benzie County,10309,5451,4687,171,53.77,east
393,VT,Caledonia County,14728,8900,5472,356,61.93,east
394,ME,Waldo County,21850,11967,9423,460,55.94,east
395,ID,Fremont County,5880,1065,4700,115,18.47,west
396,SD,Haakon County,1153,187,939,27,16.61,west
397,VT,Chittenden County,83440,59611,22237,1592,72.83,east
398,OR,Benton County,46478,29901,15264,1313,66.2,west
399,ME,Kennebec County,65986,37238,27482,1266,57.53,east
400,MN,Sibley County,7729,2998,4492,239,40.03,west
401,MN,Goodhue County,25795,12420,12775,600,49.29,west
402,MN,Redwood County,7806,3250,4308,248,43.0,west
403,WI,Portage County,39422,24817,13810,795,64.25,east
404,WI,Wood County,39052,21710,16581,761,56.7,east
405,WI,Brown County,124754,67269,55854,1631,54.64,east
406,WI,Pepin County,3771,2102,1616,53,56.54,east
407,WI,Waupaca County,25511,12952,12232,327,51.43,east
408,WI,Kewaunee County,10787,5902,4711,174,55.61,east
409,WY,Teton County,12316,7472,4565,279,62.07,west
410,SD,Beadle County,7714,3493,4054,167,46.28,west
411,MN,Lincoln County,3126,1517,1491,118,50.43,west
412,MN,Lyon County,12708,6110,6315,283,49.18,west
413,SD,Lawrence County,12055,4932,6787,336,42.08,west
414,WI,Buffalo County,7000,3949,2923,128,57.46,east
415,WI,Trempealeau County,13314,8321,4808,185,63.38,east
416,WI,Jackson County,9251,5572,3552,127,61.07,east
417,WI,Outagamie County,91563,50294,39677,1592,55.9,east
418,ID,Clark County,375,64,305,6,17.35,west
419,WY,Johnson County,4354,908,3334,112,21.4,west
420,OR,Crook County,10352,3632,6371,349,36.31,west
421,SD,Hughes County,8468,3037,5298,133,36.44,west
422,NY,Essex County,18595,10390,7913,292,56.77,east
423,MN,Le Sueur County,15009,6994,7636,379,47.8,west
424,MN,Rice County,31799,17381,13723,695,55.88,west
425,SD,Kingsbury County,2784,1277,1435,72,47.09,west
426,SD,Brookings County,13945,7207,6431,307,52.84,west
427,MI,Manistee County,13009,7235,5510,264,56.77,east
428,MI,Wexford County,15704,7379,8044,281,47.85,east
429,MI,Roscommon County,14051,7082,6727,242,51.28,east
430,MI,Missaukee County,7492,2898,4469,125,39.34,east
431,MI,Iosco County,14187,7309,6583,295,52.61,east
432,MI,Ogemaw County,10768,5391,5133,244,51.23,east
433,ID,Gem County,7947,2166,5585,196,27.95,west
434,SD,Pennington County,46280,17802,27603,875,39.21,west
435,VT,Washington County,32200,22324,9129,747,70.98,east
436,MN,Brown County,13620,5809,7456,355,43.79,west
437,ME,Androscoggin County,54850,31017,22671,1162,57.77,east
438,MN,Nicollet County,18245,9887,7968,390,55.38,west
439,MN,Wabasha County,11893,5646,5935,312,48.75,west
440,OR,Malheur County,10433,2949,7157,327,29.18,west
441,NH,Grafton County,49602,31446,17687,469,64.0,east
442,OR,Deschutes County,79782,38819,39064,1899,49.85,west
443,NY,Jefferson County,38886,18166,20220,500,47.33,east
444,ME,Knox County,22980,13728,8816,436,60.9,east
445,ID,Boise County,3773,1240,2433,100,33.76,west
446,ME,Lincoln County,21584,11886,9287,411,56.14,east
447,WI,Manitowoc County,42414,22428,19234,752,53.83,east
448,VT,Addison County,19238,13202,5667,369,69.96,east
449,OR,Lane County,182910,114037,63835,5038,64.11,west
450,NH,Carroll County,28910,15221,13387,302,53.2,east
451,MN,Blue Earth County,35070,19325,14782,963,56.66,west
452,WI,Juneau County,11530,6186,5148,196,54.58,east
453,WI,Adams County,9986,5806,3974,206,59.36,east
454,WI,Waushara County,11849,5868,5770,211,50.42,east
455,WI,Winnebago County,87677,48167,37946,1564,55.94,east
