,state,county,total_votes,dem_votes,rep_votes,other_votes,dem_share,east_west
1910,KY,Metcalfe County,4199,1350,2734,115,33.06,east
1911,KY,Lyon County,3855,1577,2220,58,41.53,east
1912,VA,Poquoson City,7065,1748,5229,88,25.05,east
1913,KY,Barren County,16807,5434,11133,240,32.8,east
1914,KY,Christian County,22778,8880,13699,199,39.33,east
1915,VA,Radford City,5429,2930,2418,81,54.79,east
1916,VA,Isle of Wight County,19997,8573,11258,166,43.23,east
1917,VA,Russell County,11494,4932,6389,173,43.56,east
1918,VA,Pittsylvania County,30433,11415,18730,288,37.87,east
1919,VA,Floyd County,7516,2937,4441,138,39.81,east
1920,MO,Stoddard County,13262,3899,9172,191,29.83,west
1921,VA,Lunenburg County,5650,2703,2900,47,48.24,east
1922,VA,Hampton City,67943,46917,20476,550,69.61,east
1923,VA,Sussex County,5363,3301,2026,36,61.97,east
1924,MO,Carter County,2898,984,1840,74,34.84,west
1925,MO,Christian County,37697,11883,25382,432,31.89,west
1926,VA,Wythe County,12491,4107,8207,177,33.35,east
1927,KY,Logan County,10890,3811,6925,154,35.5,east
1928,KY,Todd County,4941,1543,3336,62,31.63,east
1929,MO,Douglas County,6712,2140,4405,167,32.69,west
1930,KY,Marshall County,15487,5683,9512,292,37.4,east
1931,MO,Mississippi County,5356,2247,3034,75,42.55,west
1932,VA,Halifax County,16850,8126,8600,124,48.58,east
1933,MO,Howell County,17029,5736,10982,311,34.31,west
1934,MO,Newton County,25406,7450,17637,319,29.69,west
1935,KY,Knox County,11389,3074,8150,165,27.39,east
1936,VA,Brunswick County,7914,4973,2877,64,63.35,east
1937,KY,Harlan County,9914,2586,7165,163,26.52,east
1938,VA,Smyth County,12302,4239,7817,246,35.16,east
1939,AZ,Navajo County,35800,15579,19761,460,44.07,west
1940,AZ,Coconino County,54344,31433,22186,725,58.62,west
1941,AZ,Mohave County,67605,22092,44333,1180,33.27,west
1942,KY,Trigg County,6527,2246,4189,92,34.9,east
1943,OK,Nowata County,4442,1411,3031,0,31.76,west
1944,OK,Osage County,19658,7498,12160,0,38.14,west
1945,OK,Woods County,3916,873,3043,0,22.29,west
1946,OK,Craig County,5931,2073,3858,0,34.95,west
1947,OK,Washington County,22765,6308,16457,0,27.71,west
1948,OK,Grant County,2350,514,1836,0,21.87,west
1949,OK,Alfalfa County,2434,411,2023,0,16.89,west
1950,OK,Kay County,18693,5463,13230,0,29.22,west
1951,OK,Ottawa County,11173,4268,6905,0,38.2,west
1952,OK,Harper County,1563,221,1342,0,14.14,west
1953,NM,Rio Arriba County,16940,12703,4086,151,75.68,west
1954,NM,San Juan County,46511,18028,27869,614,39.31,west
1955,AZ,Apache County,24262,15390,8551,321,64.3,west
1956,NM,Union County,1742,492,1227,23,28.6,west
1957,OK,Cimarron County,1271,152,1119,0,11.96,west
1958,OK,Texas County,6259,923,5336,0,14.75,west
1959,OK,Beaver County,2464,265,2199,0,10.75,west
1960,VA,Southampton County,9067,4402,4583,82,48.99,east
1961,KY,Wayne County,7196,2201,4868,127,31.14,east
1962,NM,Taos County,16886,13816,2866,204,82.79,west
1963,NM,Colfax County,6384,3490,2805,89,55.48,west
1964,MO,Stone County,16387,5029,11147,211,31.09,west
1965,CA,San Benito County,19705,11917,7425,363,61.61,west
1966,KY,Whitley County,13704,3484,10015,205,25.81,east
1967,VA,Norfolk City,88446,62819,24814,813,71.68,east
1968,KY,McCreary County,5407,1258,4078,71,23.58,east
1969,VA,Norton City,1512,743,744,25,49.96,east
1970,KY,Bell County,9598,2782,6681,135,29.4,east
1971,KY,Carlisle County,2617,879,1699,39,34.1,east
1972,KY,Graves County,16155,5843,10056,256,36.75,east
1973,KY,Cumberland County,2797,697,2056,44,25.32,east
1974,KY,Allen County,7390,2024,5258,108,27.8,east
1975,MO,Barry County,14644,4630,9758,256,32.18,west
1976,VA,Virginia Beach City,201249,98885,100319,2045,49.64,east
1977,VA,Carroll County,12579,4109,8187,283,33.42,east
1978,VA,Washington County,24500,8063,16077,360,33.4,east
1979,MO,Butler County,17338,5316,11805,217,31.05,west
1980,VA,Portsmouth City,46665,32327,13984,354,69.8,east
1981,VA,Suffolk City,39908,22446,17165,297,56.66,east
1982,CA,Monterey County,129783,88453,38797,2533,69.52,west
1983,VA,Greensville County,4887,3122,1729,36,64.36,east
1984,VA,Lee County,9227,3219,5825,183,35.59,east
1985,VA,Mecklenburg County,15082,7127,7817,138,47.69,east
1986,KY,Clinton County,4172,761,3366,45,18.44,east
1987,MO,Oregon County,4591,1811,2652,128,40.58,west
1988,VA,Scott County,9875,2725,6980,170,28.08,east
1989,KY,Simpson County,7309,2775,4437,97,38.48,east
1990,VA,Patrick County,8531,2879,5491,161,34.4,east
1991,MO,New Madrid County,8092,3370,4593,129,42.32,west
1992,VA,Chesapeake City,107521,53994,52625,902,50.65,east
1993,VA,Henry County,25215,11118,13758,339,44.69,east
1994,NV,Clark County,647490,380765,257078,9647,59.7,west
1995,KY,Monroe County,4665,1067,3537,61,23.17,east
1996,MO,Ripley County,5363,1795,3407,161,34.51,west
1997,MO,Taney County,21664,6683,14736,245,31.2,west
1998,OK,Woodward County,7754,1350,6404,0,17.41,west
1999,VA,Grayson County,7220,2480,4540,200,35.33,east
2000,MO,Ozark County,4686,1661,2918,107,36.28,west
2001,KY,Hickman County,2250,812,1406,32,36.61,east
2002,MO,McDonald County,8135,2454,5499,182,30.86,west
2003,KY,Calloway County,15404,6165,8991,248,40.67,east
2004,CA,Tulare County,105206,43634,59765,1807,42.22,west
2005,VA,Emporia City,2617,1702,897,18,65.49,east
2006,VA,Martinsville City,6520,4139,2311,70,64.17,east
2007,VA,Franklin City,4427,2819,1576,32,64.14,east
2008,VA,Galax City,2402,1052,1317,33,44.41,east
2009,TN,Stewart County,5507,2470,2956,81,45.52,east
2010,OK,Delaware County,15362,5085,10277,0,33.1,west
2011,TN,Robertson County,27614,9318,17903,393,34.23,east
2012,TN,Sumner County,67228,21487,44949,792,32.34,east
2013,KY,Fulton County,2825,1238,1530,57,44.72,east
2014,TN,Montgomery County,56518,25716,30175,627,46.01,east
2015,VA,Danville City,20890,12352,8361,177,59.64,east
2016,TN,Macon County,11437,4506,6746,185,40.05,east
2017,VA,Bristol City,7359,2665,4579,115,36.79,east
2018,MO,Dunklin County,11764,4540,7044,180,39.19,west
2019,TN,Pickett County,2671,854,1786,31,32.35,east
2020,TN,Clay County,2994,1248,1676,70,42.68,east
2021,TN,Sullivan County,63997,18354,44808,835,29.06,east
2022,TN,Johnson County,6591,1837,4621,133,28.44,east
2023,TN,Scott County,6783,1720,4931,132,25.86,east
2024,TN,Claiborne County,10420,3078,7175,167,30.02,east
2025,OK,Noble County,5055,1174,3881,0,23.22,west
2026,TN,Hancock County,2241,604,1588,49,27.55,east
2027,OK,Rogers County,38515,10772,27743,0,27.97,west
2028,TN,Campbell County,12628,3867,8535,226,31.18,east
2029,TN,Hawkins County,21040,5930,14756,354,28.66,east
2030,OK,Garfield County,22612,5545,17067,0,24.52,west
2031,OK,Ellis County,1909,282,1627,0,14.77,west
2032,NC,Ashe County,13069,4872,7916,281,38.1,east
2033,TN,Fentress County,6739,1831,4789,119,27.66,east
2034,NC,Alleghany County,5263,2021,3124,118,39.28,east
2035,OK,Pawnee County,6596,2063,4533,0,31.28,west
2036,NC,Surry County,29525,10475,18730,320,35.87,east
2037,NC,Gates County,5420,2830,2547,43,52.63,east
2038,NC,Currituck County,11102,3737,7234,131,34.06,east
2039,NC,Stokes County,21743,6875,14488,380,32.18,east
2040,NC,Camden County,4821,1597,3140,84,33.72,east
2041,NC,Warren County,10195,7086,3063,46,69.82,east
2042,NC,Northampton County,10618,6903,3671,44,65.28,east
2043,NC,Hertford County,10650,7513,3089,48,70.87,east
2044,NC,Person County,18632,8446,10030,156,45.71,east
2045,NC,Vance County,20871,13166,7606,99,63.38,east
2046,NC,Granville County,24725,13074,11447,204,53.32,east
2047,NC,Rockingham County,41612,17255,23899,458,41.93,east
2048,NC,Caswell County,10862,5545,5208,109,51.57,east
2049,TN,Overton County,8092,3419,4497,176,43.19,east
2050,TN,Jackson County,4501,2224,2185,92,50.44,east
2051,NC,Halifax County,25091,16047,8961,83,64.17,east
2052,OK,Mayes County,15983,5749,10234,0,35.97,west
2053,TN,Carter County,21769,5587,15852,330,26.06,east
2054,NC,Pasquotank County,18180,10272,7778,130,56.91,east
2055,TN,Obion County,13392,4308,8873,211,32.68,east
2056,OK,Major County,3471,515,2956,0,14.84,west
2057,TN,Weakley County,13690,4596,8855,239,34.17,east
2058,TN,Lake County,2238,1024,1175,39,46.57,east
2059,TX,Sherman County,1020,127,884,9,12.56,west
2060,TN,Henry County,13545,5153,8182,210,38.64,east
2061,TX,Hansford County,2102,240,1847,15,11.5,west
2062,TX,Dallam County,1589,302,1269,18,19.23,west
2063,TX,Ochiltree County,3109,243,2851,15,7.86,west
2064,TX,Lipscomb County,1256,155,1093,8,12.42,west
2065,AR,Benton County,76073,23331,51124,1618,31.36,west
2066,AR,Fulton County,4676,1819,2702,155,40.23,west
2067,AR,Carroll County,10579,4172,6083,324,40.66,west
2068,AR,Sharp County,7252,2436,4535,281,34.96,west
2069,AR,Randolph County,6319,2469,3615,235,40.6,west
2070,AR,Boone County,15474,4435,10575,464,29.59,west
2071,AR,Marion County,7162,2384,4524,254,34.51,west
2072,AR,Baxter County,19981,6539,12852,590,33.71,west
2073,AR,Clay County,5511,2244,3032,235,42.53,west
2074,CA,Kings County,35108,14747,19710,651,42.81,west
2075,TN,Trousdale County,3239,1475,1688,76,46.64,east
2076,TN,Cheatham County,16428,5498,10702,228,33.94,east
2077,TN,Washington County,48982,15941,32341,700,33.01,east
2078,NC,Wilkes County,29724,8934,20288,502,30.58,east
2079,TN,Union County,6399,1829,4467,103,29.05,east
2080,TN,Smith County,7741,2992,4563,186,39.6,east
2081,MO,Pemiscot County,7047,3029,3954,64,43.37,west
2082,OK,Tulsa County,254496,96133,158363,0,37.77,west
2083,TN,Grainger County,7503,2066,5297,140,28.06,east
2084,TN,Davidson County,264486,158423,102915,3148,60.62,east
2085,TN,Greene County,24670,7110,17151,409,29.31,east
2086,NC,Watauga County,28372,14558,13344,470,52.18,east
2087,NC,Perquimans County,6501,2772,3678,51,42.98,east
2088,TN,Morgan County,6822,1969,4717,136,29.45,east
2089,TN,Houston County,3354,1678,1608,68,51.07,east
2090,TN,Benton County,6479,2645,3696,138,41.71,east
2091,TN,Wilson County,51159,15886,34595,678,31.47,east
2092,NC,Chowan County,7512,3688,3773,51,49.43,east
2093,TN,Hamblen County,22669,6807,15508,354,30.51,east
2094,TN,Dickson County,19519,7506,11677,336,39.13,east
2095,AR,Madison County,6328,2144,3972,212,35.06,west
2096,TN,Putnam County,27316,9739,17101,476,36.28,east
2097,TN,Anderson County,31570,11396,19675,499,36.68,east
2098,NC,Yadkin County,17147,4527,12409,211,26.73,east
2099,NC,Avery County,7943,2178,5681,84,27.71,east
2100,NC,Franklin County,26639,13085,13273,281,49.64,east
2101,AR,Greene County,13612,4541,8578,493,34.65,west
2102,NM,Mora County,2760,2168,569,23,79.23,west
2103,NC,Forsyth County,166133,91085,73674,1374,55.28,east
2104,AR,Izard County,5218,1792,3193,233,35.92,west
2105,TN,Unicoi County,7223,2107,5011,105,29.6,east
2106,AR,Lawrence County,5830,2138,3357,335,38.92,west
2107,NC,Guilford County,241771,142101,97718,1952,59.25,east
2108,NC,Alamance County,64353,28918,34859,576,45.34,east
2109,OK,Payne County,29036,10601,18435,0,36.51,west
2110,TN,Humphreys County,7580,3600,3818,162,48.53,east
2111,NC,Bertie County,9763,6365,3376,22,65.34,east
2112,NC,Orange County,74910,53806,20266,838,72.64,east
2113,NC,Durham County,136897,103456,32353,1088,76.18,east
2114,AR,Washington County,68380,29021,37963,1396,43.31,west
2115,NC,Dare County,18048,8074,9745,229,45.32,east
2116,TN,Gibson County,21253,7406,13516,331,35.4,east
2117,NM,Sandoval County,58630,32669,25193,768,56.43,west
2118,NM,Harding County,626,260,358,8,42.05,west
2119,TN,Dyer County,14450,4411,9859,180,30.91,east
2120,NC,Nash County,47118,23099,23728,291,49.33,east
2121,TN,Jefferson County,18532,5178,13092,262,28.34,east
2122,TN,Knox County,186086,70215,113015,2856,38.32,east
2123,TN,Cocke County,12481,3340,8945,196,27.19,east
2124,TN,Cumberland County,25712,7889,17436,387,31.15,east
2125,OK,Kingfisher County,6381,1009,5372,0,15.81,west
2126,OK,Logan County,18273,5717,12556,0,31.29,west
2127,OK,Blaine County,4112,1011,3101,0,24.59,west
2128,OK,Dewey County,2203,346,1857,0,15.71,west
2129,OK,Creek County,28505,8318,20187,0,29.18,west
2130,OK,Wagoner County,30251,8810,21441,0,29.12,west
2131,OK,Cherokee County,16380,7194,9186,0,43.92,west
2132,OK,Adair County,6690,2052,4638,0,30.67,west
2133,NC,Mitchell County,7846,2238,5499,109,28.92,east
2134,NC,Edgecombe County,25930,17403,8445,82,67.33,east
2135,TN,Carroll County,11646,3980,7455,211,34.8,east
2136,TN,DeKalb County,7065,2832,4085,148,40.94,east
2137,AR,Stone County,5324,1598,3534,192,31.12,west
2138,AR,Newton County,3960,1182,2588,190,31.3,west
2139,NC,Caldwell County,35155,12081,22526,548,34.9,east
2140,AR,Searcy County,3847,961,2726,160,26.07,west
2141,TN,Rutherford County,101737,40460,59892,1385,40.32,east
2142,NC,Yancey County,9717,4486,5045,186,47.07,east
2143,TN,White County,9647,3372,6103,172,35.59,east
2144,NC,Wake County,442245,250891,187001,4353,57.3,east
2145,NC,Martin County,12541,6539,5957,45,52.33,east
2146,NC,Madison County,10379,5026,5192,161,49.19,east
2147,NC,Davie County,20368,6178,13981,209,30.65,east
2148,TX,Roberts County,518,41,477,0,7.92,west
2149,TX,Hemphill County,1570,216,1345,9,13.84,west
2150,TX,Hutchinson County,8761,1322,7361,78,15.23,west
2151,TX,Hartley County,1985,250,1711,24,12.74,west
2152,NC,Iredell County,73162,27318,45148,696,37.7,east
2153,TX,Moore County,5437,1123,4282,32,20.77,west
2154,TN,Williamson County,93646,27886,64858,902,30.07,east
2155,NC,Alexander County,17254,5167,11790,297,30.47,east
2156,TN,Roane County,23276,7224,15658,394,31.57,east
2157,TN,Sevier County,33941,8604,24922,415,25.66,east
2158,NC,Davidson County,68581,22433,45419,729,33.06,east
2159,OK,Roger Mills County,1789,287,1502,0,16.04,west
2160,NM,McKinley County,23207,16572,6382,253,72.19,west
2161,NM,Santa Fe County,72223,55567,15807,849,77.83,west
2162,AR,Mississippi County,14010,6667,6976,367,48.87,west
2163,NC,Burke County,37443,14901,22102,440,40.27,east
2164,TN,Crockett County,6037,1967,3994,76,33.0,east
2165,AR,Craighead County,30968,11294,18881,793,37.44,west
2166,NC,Tyrrell County,1910,933,960,17,49.29,east
2167,TN,Hickman County,8498,3563,4784,151,42.69,east
2168,NC,Washington County,6454,3748,2670,36,58.4,east
2169,NM,Los Alamos County,11069,5824,5064,181,53.46,west
2170,TN,Cannon County,5457,2011,3322,124,37.71,east
2171,NC,McDowell County,18386,6571,11534,281,36.3,east
2172,TN,Lauderdale County,9338,4322,4933,83,46.7,east
2173,OK,Lincoln County,13974,3504,10470,0,25.08,west
2174,AR,Independence County,12299,3688,8255,356,30.9,west
2175,NC,Randolph County,58147,16414,40998,735,28.59,east
2176,TN,Loudon County,22184,6058,15815,311,27.7,east
2177,AR,Jackson County,5582,2207,3118,257,41.4,west
2178,TN,Blount County,51645,15253,35571,821,30.01,east
2179,NC,Chatham County,32880,17862,14668,350,54.91,east
2180,NM,San Miguel County,12941,10320,2478,143,80.59,west
2181,NC,Wilson County,37191,19652,17375,164,53.07,east
2182,NC,Rowan County,61560,23391,37451,718,38.45,east
2183,OK,Okmulgee County,14918,6191,8727,0,41.5,west
2184,OK,Muskogee County,26583,11294,15289,0,42.49,west
2185,TN,Warren County,14400,5515,8562,323,39.18,east
2186,TN,Maury County,10422,3131,7135,156,30.5,east
2187,TN,Decatur County,4763,1566,3101,96,33.55,east
2188,TN,Perry County,3000,1329,1596,75,45.44,east
2189,NC,Pitt County,74884,40501,33927,456,54.41,east
2190,NC,Catawba County,69451,25656,42993,802,37.37,east
2191,NC,Buncombe County,123795,69716,52494,1585,57.05,east
2192,TN,Rhea County,11106,2907,8042,157,26.55,east
2193,TN,Van Buren County,2180,849,1294,37,39.61,east
2194,TN,Henderson County,10834,3021,7669,144,28.26,east
2195,TN,Haywood County,8121,4893,3165,63,60.72,east
2196,NC,Johnston County,71017,26795,43622,600,38.05,east
2197,OK,Custer County,10502,2660,7842,0,25.33,west
2198,CA,San Bernardino County,606334,315720,277408,13206,53.22,west
2199,CA,San Luis Obispo County,132653,68176,61055,3422,52.77,west
2200,CA,Kern County,232850,93457,134793,4600,40.92,west
2201,TN,Madison County,11289,4320,6755,214,39.01,east
2202,AR,Van Buren County,6703,2151,4276,276,33.47,west
2203,NC,Haywood County,28067,12730,14910,427,46.06,east
2204,AR,Franklin County,6475,1869,4411,195,29.79,west
2205,TN,Bledsoe County,4784,1517,3166,101,32.39,east
2206,AR,Johnson County,8180,3034,4922,224,38.13,west
2207,AR,Crawford County,20532,5238,14688,606,26.29,west
2208,TN,Meigs County,4237,1372,2797,68,32.91,east
2209,NM,Quay County,3996,1547,2367,82,39.53,west
2210,NC,Beaufort County,23010,9454,13460,96,41.26,east
2211,AR,Pope County,22079,6002,15568,509,27.84,west
2212,OK,Canadian County,47854,11426,36428,0,23.88,west
2213,OK,Oklahoma County,279354,116182,163172,0,41.59,west
2214,AR,Cleburne County,11338,2951,7962,425,27.03,west
2215,TN,Marshall County,18789,5541,12989,259,29.9,east
2216,AR,Poinsett County,7928,2742,4903,283,35.89,west
2217,NC,Hyde County,2469,1241,1212,16,50.59,east
2218,TN,Coffee County,20790,7132,13250,408,34.99,east
2219,TN,Bedford County,15507,5027,10217,263,32.98,east
2220,NC,Swain County,5798,2806,2900,92,49.18,east
2221,TN,Monroe County,16777,5053,11484,240,30.56,east
2222,TN,Lewis County,4834,1804,2951,79,37.94,east
2223,NC,Greene County,8103,3796,4272,35,47.05,east
2224,TN,Tipton County,25316,7931,17165,220,31.6,east
2225,TN,McMinn County,7360,2060,5145,155,28.59,east
2226,OK,Sequoyah County,13920,4454,9466,0,32.0,west
2227,OK,Okfuskee County,4123,1480,2643,0,35.9,west
2228,NC,Lee County,23788,10784,12775,229,45.77,east
2229,TX,Oldham County,920,102,813,5,11.15,west
2230,TX,Carson County,2980,406,2548,26,13.74,west
2231,TX,Gray County,8133,1153,6924,56,14.28,west
2232,TX,Wheeler County,2245,314,1918,13,14.07,west
2233,TX,Potter County,30013,8939,20761,313,30.1,west
2234,NC,Rutherford County,28720,9641,18769,310,33.94,east
2235,NC,Wayne County,49882,22671,26952,259,45.69,east
2236,TN,Chester County,6459,1797,4587,75,28.15,east
2237,NC,Harnett County,40705,16785,23579,341,41.59,east
2238,NC,Cleveland County,43835,17363,26078,394,39.97,east
2239,NC,Lincoln County,35798,11713,23631,454,33.14,east
2240,TN,Sequatchie County,5437,1717,3610,110,32.23,east
2241,OK,McIntosh County,8223,3320,4903,0,40.37,west
2242,OK,Caddo County,9817,3404,6413,0,34.67,west
2243,AR,White County,26955,6732,19467,756,25.72,west
2244,TN,Grundy County,4632,1971,2563,98,43.47,east
2245,AZ,Yavapai County,99648,36889,61192,1567,37.6,west
2246,NC,Jackson County,16866,8766,7854,246,52.74,east
2247,NC,Mecklenburg County,410817,253958,153848,3011,62.27,east
2248,NC,Moore County,45328,17624,27314,390,39.22,east
2249,NC,Montgomery County,11210,4926,6155,129,44.45,east
2250,NC,Cabarrus County,77994,31546,45924,524,40.72,east
2251,OK,Beckham County,7397,1625,5772,0,21.97,west
2252,NC,Stanly County,28506,8878,19329,299,31.47,east
2253,NC,Henderson County,51614,20082,30930,602,39.37,east
2254,TN,Wayne County,5527,1355,4076,96,24.95,east
2255,OK,Seminole County,8577,2977,5600,0,34.71,west
2256,NC,Graham County,4171,1265,2824,82,30.94,east
2257,OK,Washita County,4776,1052,3724,0,22.03,west
2258,OK,Pottawatomie County,25663,7910,17753,0,30.82,west
2259,AR,Conway County,8138,3149,4691,298,40.19,west
2260,TN,Lawrence County,16020,5161,10566,293,32.82,east
2261,OK,Haskell County,4681,1474,3207,0,31.49,west
2262,TN,Hamilton County,147520,64246,81702,1572,44.02,east
2263,TN,Giles County,11689,4614,6902,173,40.06,east
2264,AR,Sebastian County,43212,13673,28637,902,32.28,west
2265,AR,Cross County,7130,2580,4393,157,37.01,west
2266,AR,Woodruff County,2761,1412,1206,143,53.9,west
2267,AR,Crittenden County,18255,10330,7650,275,57.46,west
2268,TN,Hardeman County,11237,5919,5225,93,53.11,east
2269,NC,Lenoir County,26897,13378,13401,118,49.96,east
2270,AR,Logan County,7907,2286,5350,271,29.92,west
2271,NC,Transylvania County,16909,7275,9401,233,43.62,east
2272,TN,Hardin County,10035,2794,7077,164,28.3,east
2273,NC,Gaston County,84402,31384,52507,511,37.41,east
2274,NC,Craven County,44598,19352,24901,345,43.73,east
2275,TN,Moore County,2952,881,2010,61,30.47,east
2276,TN,Shelby County,404180,256297,145458,2425,63.79,east
2277,NC,Polk County,10562,4396,5990,176,42.33,east
2278,TN,Fayette County,19254,6892,12173,189,36.15,east
2279,TN,McNairy County,43846,20209,23290,347,46.46,east
2280,OK,Le Flore County,16741,5136,11605,0,30.68,west
2281,OK,Grady County,20715,5520,15195,0,26.65,west
2282,OK,Cleveland County,104430,39681,64749,0,38.0,west
2283,TN,Lincoln County,13130,3695,9231,204,28.59,east
2284,AR,Faulkner County,41179,14955,25362,862,37.08,west
2285,TN,Franklin County,17432,6613,10539,280,38.56,east
2286,TN,Bradley County,38191,9357,28333,501,24.83,east
2287,NM,Cibola County,9097,5827,3131,139,65.08,west
2288,OK,McClain County,14744,3551,11193,0,24.08,west
2289,NC,Macon County,17238,6620,10317,301,39.08,east
2290,NC,Pamlico County,6712,2838,3823,51,42.6,east
2291,TN,Marion County,33767,13058,20288,421,39.16,east
2292,NC,Sampson County,26038,11836,14038,164,45.75,east
2293,AR,Yell County,6036,2003,3808,225,34.48,west
2294,OK,Pittsburg County,17209,5457,11752,0,31.71,west
2295,NC,Cherokee County,12586,3785,8643,158,30.45,east
2296,OK,Hughes County,4843,1709,3134,0,35.29,west
2297,TN,Polk County,6501,2124,4267,110,33.23,east
2298,NC,Cumberland County,127575,74693,52151,731,58.89,east
2299,NC,Jones County,5227,2378,2817,32,45.77,east
2300,NM,Bernalillo County,285778,171556,110521,3701,60.79,west
2301,NM,Guadalupe County,2196,1557,620,19,71.54,west
2302,SC,Greenville County,190657,70886,116363,3408,37.86,east
2303,NC,Anson County,10733,6456,4207,70,60.54,east
2304,NC,Hoke County,15627,9227,6293,107,59.45,east
2305,NC,Union County,86089,31189,54123,777,36.56,east
2306,SC,Spartanburg County,108328,41632,65042,1654,39.03,east
2307,NC,Duplin County,19904,8958,10834,112,45.26,east
2308,TX,Deaf Smith County,4744,1247,3466,31,26.46,west
2309,SC,Cherokee County,20766,7215,13305,246,35.16,east
2310,TX,Donley County,1690,291,1374,25,17.48,west
2311,TX,Collingsworth County,1195,234,943,18,19.88,west
2312,TX,Randall County,51832,9468,41948,416,18.42,west
2313,NC,Richmond County,19327,9713,9424,190,50.76,east
2314,TX,Armstrong County,990,128,856,6,13.01,west
2315,SC,York County,93696,37918,54500,1278,41.03,east
2316,NC,Clay County,5543,1734,3707,102,31.87,east
2317,AR,Saint Francis County,9505,5486,3917,102,58.34,west
2318,OK,Kiowa County,3763,1226,2537,0,32.58,west
2319,NC,Carteret County,34597,11130,23131,336,32.49,east
2320,OK,Greer County,2114,566,1548,0,26.77,west
2321,CA,Santa Barbara County,174912,105614,65585,3713,61.7,west
2322,AR,Perry County,4279,1352,2743,184,33.02,west
2323,AR,Scott County,3995,1053,2791,151,27.41,west
2324,AR,Prairie County,3381,1048,2223,110,32.02,west
2325,SC,Pickens County,45128,11691,32552,885,26.43,east
2326,AR,Lonoke County,23741,5968,17242,531,25.69,west
2327,SC,Lancaster County,28921,12139,16441,341,42.47,east
2328,OK,Latimer County,4173,1313,2860,0,31.46,west
2329,SC,Oconee County,31132,9481,21164,487,30.94,east
2330,NM,Torrance County,6941,3087,3735,119,45.27,west
2331,NC,Scotland County,14217,8151,6005,61,57.58,east
2332,OK,Harmon County,1090,333,757,0,30.55,west
2333,AR,Pulaski County,161343,88854,70212,2277,55.88,west
2334,AL,Lauderdale County,38104,13329,24068,707,35.64,east
2335,AR,Monroe County,3449,1615,1754,80,47.9,west
2336,GA,Rabun County,7599,2001,5487,111,26.7,east
2337,AL,Limestone County,33551,9536,23598,417,28.77,east
2338,MS,Alcorn County,15182,4130,10805,247,27.65,east
2339,MS,Tishomingo County,8419,1962,6249,208,23.89,east
2340,MS,Tippah County,9725,2623,6937,165,27.44,east
2341,MS,DeSoto County,64323,19627,44222,474,30.74,east
2342,MS,Benton County,4638,2227,2329,82,48.88,east
2343,MS,Marshall County,16478,9685,6683,110,59.17,east
2344,GA,Towns County,5739,1391,4292,56,24.44,east
2345,AL,Madison County,152899,64117,86965,1817,42.41,east
2346,AL,Jackson County,20874,6374,14083,417,31.12,east
2347,GA,Murray County,11382,3026,8180,176,27.01,east
2348,GA,Fannin County,10584,2611,7807,166,25.08,east
2349,GA,Whitfield County,27677,8167,19230,280,29.8,east
2350,GA,Catoosa County,24496,6025,18218,253,24.85,east
2351,GA,Union County,10634,2486,8013,135,23.68,east
2352,NC,Onslow County,50203,19499,30278,426,39.17,east
2353,GA,Dade County,6408,1612,4703,93,25.56,east
2354,GA,Walker County,23542,6095,17110,337,26.27,east
2355,OK,Pontotoc County,14262,4512,9750,0,31.64,west
2356,NM,Valencia County,28899,15366,13136,397,53.9,west
2357,NC,Robeson County,40834,23058,17433,343,56.95,east
2358,NM,Curry County,14438,4670,9599,169,32.69,west
2359,SC,Union County,13551,5935,7449,167,44.35,east
2360,AR,Lee County,3763,2263,1454,46,60.89,west
2361,AL,Colbert County,24843,9703,14739,401,39.74,east
2362,CA,Ventura County,339800,187601,145853,6346,56.27,west
2363,MS,Tunica County,4332,3279,1017,36,76.32,east
2364,AL,DeKalb County,24015,5658,17957,400,23.98,east
2365,NC,Bladen County,15480,7853,7532,95,51.04,east
2366,OK,Jackson County,8983,2264,6719,0,25.2,west
2367,AR,Saline County,44653,12695,30981,977,29.04,west
2368,OK,Comanche County,34247,14120,20127,0,41.23,west
2369,OK,Garvin County,10738,3028,7710,0,28.2,west
2370,GA,Gilmer County,11149,2614,8408,127,23.76,east
2371,GA,Habersham County,14808,2900,11766,142,19.78,east
2372,CA,Los Angeles County,3318248,2295853,956425,65970,70.61,west
2373,SC,Chester County,13981,7478,6318,185,54.21,east
2374,SC,Anderson County,73787,24132,48690,965,33.13,east
2375,SC,Chesterfield County,16359,7842,8325,192,48.51,east
2376,SC,Marlboro County,5232,2755,2437,40,53.06,east
2377,AL,Lawrence County,14680,5164,9277,239,35.77,east
2378,GA,White County,10761,2174,8467,120,20.42,east
2379,SC,Laurens County,26282,10578,15334,370,40.83,east
2380,NM,DeBaca County,1044,359,676,9,34.68,west
2381,MS,Tate County,12778,5003,7678,97,39.45,east
2382,AR,Garland County,43719,15899,26825,995,37.22,west
2383,OK,Coal County,2272,600,1672,0,26.41,west
2384,MS,Prentiss County,10944,3020,7703,221,28.17,east
2385,TX,Swisher County,2535,813,1683,39,32.57,west
2386,TX,Briscoe County,830,205,617,8,24.94,west
2387,TX,Castro County,2291,719,1562,10,31.52,west
2388,TX,Hall County,1264,324,930,10,25.83,west
2389,TX,Childress County,2296,497,1782,17,21.81,west
2390,AR,Montgomery County,3622,1092,2365,165,31.55,west
